# reactions: 2
Time	S	I	R	N	Fired Reaction
0.0	46.0	181.0	83.0	310.0	 0
0.0008823574765	45.0	182.0	83.0	310.0	 1
0.00752382882992	45.0	181.0	84.0	310.0	 2
0.00849169904613	45.0	180.0	85.0	310.0	 2
0.00907227937925	45.0	179.0	86.0	310.0	 2
0.00909923235314	44.0	180.0	86.0	310.0	 1
0.0134009597516	44.0	179.0	87.0	310.0	 2
0.0145165255768	44.0	178.0	88.0	310.0	 2
0.0151146132052	44.0	177.0	89.0	310.0	 2
0.0162682161653	43.0	178.0	89.0	310.0	 1
0.0170519007321	42.0	179.0	89.0	310.0	 1
0.0209316381526	41.0	180.0	89.0	310.0	 1
0.0248731215716	40.0	181.0	89.0	310.0	 1
0.0279628507384	39.0	182.0	89.0	310.0	 1
0.0300627079298	38.0	183.0	89.0	310.0	 1
0.0360670907647	37.0	184.0	89.0	310.0	 1
0.0367545942462	37.0	183.0	90.0	310.0	 2
0.0395815121485	37.0	182.0	91.0	310.0	 2
0.0437827104811	36.0	183.0	91.0	310.0	 1
0.0520022107545	35.0	184.0	91.0	310.0	 1
0.0536051901876	34.0	185.0	91.0	310.0	 1
0.0541211238194	33.0	186.0	91.0	310.0	 1
0.0638683547651	33.0	185.0	92.0	310.0	 2
0.0655243125816	32.0	186.0	92.0	310.0	 1
0.0670879464493	31.0	187.0	92.0	310.0	 1
0.0718517056447	30.0	188.0	92.0	310.0	 1
0.0735168236725	30.0	187.0	93.0	310.0	 2
0.0753560564527	29.0	188.0	93.0	310.0	 1
0.0771372652239	29.0	187.0	94.0	310.0	 2
0.0776420805845	28.0	188.0	94.0	310.0	 1
0.0779728791441	28.0	187.0	95.0	310.0	 2
0.0797795558077	28.0	186.0	96.0	310.0	 2
0.080086239558	27.0	187.0	96.0	310.0	 1
0.0812600603865	26.0	188.0	96.0	310.0	 1
0.0867564383531	26.0	187.0	97.0	310.0	 2
0.0884275100753	26.0	186.0	98.0	310.0	 2
0.0905415254549	25.0	187.0	98.0	310.0	 1
0.091197858446	24.0	188.0	98.0	310.0	 1
0.0917552167576	23.0	189.0	98.0	310.0	 1
0.0926494587466	22.0	190.0	98.0	310.0	 1
0.100625882275	22.0	189.0	99.0	310.0	 2
0.102733133797	22.0	188.0	100.0	310.0	 2
0.102896062139	22.0	187.0	101.0	310.0	 2
0.10470538448	22.0	186.0	102.0	310.0	 2
0.105148416995	21.0	187.0	102.0	310.0	 1
0.105165469293	20.0	188.0	102.0	310.0	 1
0.11194577972	20.0	187.0	103.0	310.0	 2
0.112406559973	20.0	186.0	104.0	310.0	 2
0.113000955854	20.0	185.0	105.0	310.0	 2
0.114523041316	20.0	184.0	106.0	310.0	 2
0.118615952361	20.0	183.0	107.0	310.0	 2
0.120546286936	20.0	182.0	108.0	310.0	 2
0.122731971007	20.0	181.0	109.0	310.0	 2
0.124874003737	20.0	180.0	110.0	310.0	 2
0.130810944354	20.0	179.0	111.0	310.0	 2
0.131241781747	19.0	180.0	111.0	310.0	 1
0.136347250512	19.0	179.0	112.0	310.0	 2
0.138623127179	19.0	178.0	113.0	310.0	 2
0.140384855578	18.0	179.0	113.0	310.0	 1
0.143753814969	18.0	178.0	114.0	310.0	 2
0.154276782683	17.0	179.0	114.0	310.0	 1
0.154902360337	17.0	178.0	115.0	310.0	 2
0.160186005135	17.0	177.0	116.0	310.0	 2
0.170116880701	17.0	176.0	117.0	310.0	 2
0.172813917664	17.0	175.0	118.0	310.0	 2
0.174588702235	16.0	176.0	118.0	310.0	 1
0.175790761806	16.0	175.0	119.0	310.0	 2
0.188169133246	16.0	174.0	120.0	310.0	 2
0.188932111966	16.0	173.0	121.0	310.0	 2
0.1930481092	15.0	174.0	121.0	310.0	 1
0.197584324108	15.0	173.0	122.0	310.0	 2
0.198016379514	14.0	174.0	122.0	310.0	 1
0.199048877711	13.0	175.0	122.0	310.0	 1
0.202216458679	13.0	174.0	123.0	310.0	 2
0.207202955205	13.0	173.0	124.0	310.0	 2
0.211188570822	13.0	172.0	125.0	310.0	 2
0.21861746666	13.0	171.0	126.0	310.0	 2
0.221455294758	13.0	170.0	127.0	310.0	 2
0.227991602207	13.0	169.0	128.0	310.0	 2
0.237110199501	13.0	168.0	129.0	310.0	 2
0.239676289254	13.0	167.0	130.0	310.0	 2
0.245579807586	13.0	166.0	131.0	310.0	 2
0.252143761327	13.0	165.0	132.0	310.0	 2
0.252358095355	13.0	164.0	133.0	310.0	 2
0.254965407719	13.0	163.0	134.0	310.0	 2
0.255049640664	12.0	164.0	134.0	310.0	 1
0.255632534354	12.0	163.0	135.0	310.0	 2
0.273412490654	12.0	162.0	136.0	310.0	 2
0.279483046953	11.0	163.0	136.0	310.0	 1
0.279607645588	10.0	164.0	136.0	310.0	 1
0.281336203637	9.0	165.0	136.0	310.0	 1
0.281415890713	8.0	166.0	136.0	310.0	 1
0.288819937747	7.0	167.0	136.0	310.0	 1
0.288984850123	6.0	168.0	136.0	310.0	 1
0.297394641201	6.0	167.0	137.0	310.0	 2
0.303057343266	6.0	166.0	138.0	310.0	 2
0.305165097112	6.0	165.0	139.0	310.0	 2
0.313371339627	6.0	164.0	140.0	310.0	 2
0.318546841228	6.0	163.0	141.0	310.0	 2
0.325470586344	6.0	162.0	142.0	310.0	 2
0.335696553299	6.0	161.0	143.0	310.0	 2
0.336705948202	5.0	162.0	143.0	310.0	 1
0.341100321646	5.0	161.0	144.0	310.0	 2
0.346958670965	5.0	160.0	145.0	310.0	 2
0.347480236	4.0	161.0	145.0	310.0	 1
0.350294336885	4.0	160.0	146.0	310.0	 2
0.360078633259	4.0	159.0	147.0	310.0	 2
0.384773911932	4.0	158.0	148.0	310.0	 2
0.394621832084	3.0	159.0	148.0	310.0	 1
0.398853434542	3.0	158.0	149.0	310.0	 2
0.399926288872	3.0	157.0	150.0	310.0	 2
0.401483716841	3.0	156.0	151.0	310.0	 2
0.405046607846	3.0	155.0	152.0	310.0	 2
0.411867329104	3.0	154.0	153.0	310.0	 2
0.412040091605	3.0	153.0	154.0	310.0	 2
0.414946315907	3.0	152.0	155.0	310.0	 2
0.417145956497	3.0	151.0	156.0	310.0	 2
0.417175930879	3.0	150.0	157.0	310.0	 2
0.418149897195	3.0	149.0	158.0	310.0	 2
0.419499974253	3.0	148.0	159.0	310.0	 2
0.419721157859	3.0	147.0	160.0	310.0	 2
0.424329563809	3.0	146.0	161.0	310.0	 2
0.425059859255	3.0	145.0	162.0	310.0	 2
0.444285011191	3.0	144.0	163.0	310.0	 2
0.454224206347	3.0	143.0	164.0	310.0	 2
0.454545454545	3.0	143.0	164.0	310.0	 0
