# reactions: 2
Time	S	I	R	N	Fired Reaction
0.0	46.0	181.0	83.0	310.0	 0
0.00358204856408	46.0	180.0	84.0	310.0	 2
0.00753029528955	45.0	181.0	84.0	310.0	 1
0.0109617338688	44.0	182.0	84.0	310.0	 1
0.0180461023777	43.0	183.0	84.0	310.0	 1
0.0226718686425	43.0	182.0	85.0	310.0	 2
0.0265868716387	42.0	183.0	85.0	310.0	 1
0.0319853894873	41.0	184.0	85.0	310.0	 1
0.032169924496	40.0	185.0	85.0	310.0	 1
0.036083204793	40.0	184.0	86.0	310.0	 2
0.0399759107216	40.0	183.0	87.0	310.0	 2
0.041686463064	39.0	184.0	87.0	310.0	 1
0.0439718447257	38.0	185.0	87.0	310.0	 1
0.045279789205	37.0	186.0	87.0	310.0	 1
0.0479795493086	37.0	185.0	88.0	310.0	 2
0.0483912980048	36.0	186.0	88.0	310.0	 1
0.0519081708239	35.0	187.0	88.0	310.0	 1
0.0538478866938	34.0	188.0	88.0	310.0	 1
0.0550951818089	33.0	189.0	88.0	310.0	 1
0.059098957187	32.0	190.0	88.0	310.0	 1
0.0636222554541	32.0	189.0	89.0	310.0	 2
0.0694989568478	32.0	188.0	90.0	310.0	 2
0.0758619673037	31.0	189.0	90.0	310.0	 1
0.0783947400931	31.0	188.0	91.0	310.0	 2
0.079612038442	30.0	189.0	91.0	310.0	 1
0.0813426917344	29.0	190.0	91.0	310.0	 1
0.0852109071465	28.0	191.0	91.0	310.0	 1
0.0858139442963	28.0	190.0	92.0	310.0	 2
0.0889660812626	28.0	189.0	93.0	310.0	 2
0.0899788832758	28.0	188.0	94.0	310.0	 2
0.093186486661	28.0	187.0	95.0	310.0	 2
0.0935709825602	28.0	186.0	96.0	310.0	 2
0.0967166358172	28.0	185.0	97.0	310.0	 2
0.0968141611664	27.0	186.0	97.0	310.0	 1
0.100317816712	27.0	185.0	98.0	310.0	 2
0.104398463787	26.0	186.0	98.0	310.0	 1
0.104512099102	25.0	187.0	98.0	310.0	 1
0.105924656401	24.0	188.0	98.0	310.0	 1
0.107977738101	23.0	189.0	98.0	310.0	 1
0.113248027061	23.0	188.0	99.0	310.0	 2
0.114996272073	23.0	187.0	100.0	310.0	 2
