# reactions: 2
Time	S	I	R	N	Fired Reaction
0.0	46.0	181.0	83.0	310.0	 0
0.0042070359863	45.0	182.0	83.0	310.0	 1
0.00520685576244	44.0	183.0	83.0	310.0	 1
0.00554898503218	44.0	182.0	84.0	310.0	 2
0.00637195274913	43.0	183.0	84.0	310.0	 1
0.00720618674963	43.0	182.0	85.0	310.0	 2
0.00883147433919	43.0	181.0	86.0	310.0	 2
0.0115472679245	42.0	182.0	86.0	310.0	 1
0.0141777266229	42.0	181.0	87.0	310.0	 2
0.0197738865913	42.0	180.0	88.0	310.0	 2
0.0201901476906	41.0	181.0	88.0	310.0	 1
0.0224756993214	40.0	182.0	88.0	310.0	 1
0.0232024098895	39.0	183.0	88.0	310.0	 1
0.0240076962591	39.0	182.0	89.0	310.0	 2
0.0245444051442	38.0	183.0	89.0	310.0	 1
0.0265512599902	38.0	182.0	90.0	310.0	 2
0.0277048203773	38.0	181.0	91.0	310.0	 2
0.0289067370696	38.0	180.0	92.0	310.0	 2
0.0321633506824	38.0	179.0	93.0	310.0	 2
0.0388005495495	38.0	178.0	94.0	310.0	 2
0.0473870087503	37.0	179.0	94.0	310.0	 1
0.0479460907735	36.0	180.0	94.0	310.0	 1
0.0512870810612	35.0	181.0	94.0	310.0	 1
0.0513385654753	34.0	182.0	94.0	310.0	 1
0.0538182678498	34.0	181.0	95.0	310.0	 2
0.0574533099398	33.0	182.0	95.0	310.0	 1
0.0576948136601	32.0	183.0	95.0	310.0	 1
0.0616817321395	32.0	182.0	96.0	310.0	 2
0.0652617643545	32.0	181.0	97.0	310.0	 2
0.0712644890759	31.0	182.0	97.0	310.0	 1
0.073575468857	30.0	183.0	97.0	310.0	 1
0.0746303888401	30.0	182.0	98.0	310.0	 2
0.078932065894	29.0	183.0	98.0	310.0	 1
0.0814365620776	28.0	184.0	98.0	310.0	 1
0.0966390920137	27.0	185.0	98.0	310.0	 1
0.097043428653	26.0	186.0	98.0	310.0	 1
0.0971562760742	26.0	185.0	99.0	310.0	 2
0.100849315557	26.0	184.0	100.0	310.0	 2
0.102129363028	26.0	183.0	101.0	310.0	 2
0.104455488977	26.0	182.0	102.0	310.0	 2
0.105568018318	26.0	181.0	103.0	310.0	 2
0.123902716759	26.0	180.0	104.0	310.0	 2
0.124793371187	25.0	181.0	104.0	310.0	 1
0.127177214116	24.0	182.0	104.0	310.0	 1
0.12897987597	24.0	181.0	105.0	310.0	 2
0.132501226321	24.0	180.0	106.0	310.0	 2
0.146227057477	24.0	179.0	107.0	310.0	 2
0.147428534037	24.0	178.0	108.0	310.0	 2
0.148890689077	24.0	177.0	109.0	310.0	 2
0.155437559187	24.0	176.0	110.0	310.0	 2
0.155883742446	24.0	175.0	111.0	310.0	 2
0.158885198636	23.0	176.0	111.0	310.0	 1
0.160857689078	22.0	177.0	111.0	310.0	 1
0.162127697385	22.0	176.0	112.0	310.0	 2
0.165412168152	22.0	175.0	113.0	310.0	 2
0.171455114684	22.0	174.0	114.0	310.0	 2
0.173360050217	22.0	173.0	115.0	310.0	 2
0.179503158009	22.0	172.0	116.0	310.0	 2
0.179965349305	21.0	173.0	116.0	310.0	 1
0.186123225561	21.0	172.0	117.0	310.0	 2
0.186807355334	20.0	173.0	117.0	310.0	 1
0.188512484428	20.0	172.0	118.0	310.0	 2
0.193962780645	20.0	171.0	119.0	310.0	 2
0.194628813835	19.0	172.0	119.0	310.0	 1
0.194824815195	19.0	171.0	120.0	310.0	 2
0.197253035973	19.0	170.0	121.0	310.0	 2
0.197433250215	18.0	171.0	121.0	310.0	 1
0.203990835573	18.0	170.0	122.0	310.0	 2
0.205516301376	17.0	171.0	122.0	310.0	 1
0.209689092624	16.0	172.0	122.0	310.0	 1
0.210088389966	15.0	173.0	122.0	310.0	 1
0.211499099726	14.0	174.0	122.0	310.0	 1
0.22408359398	14.0	173.0	123.0	310.0	 2
0.225788542139	14.0	172.0	124.0	310.0	 2
0.231584740132	14.0	171.0	125.0	310.0	 2
0.232051650624	14.0	170.0	126.0	310.0	 2
0.232333788979	14.0	169.0	127.0	310.0	 2
0.237997718252	13.0	170.0	127.0	310.0	 1
0.240762099191	13.0	169.0	128.0	310.0	 2
0.247484806808	13.0	168.0	129.0	310.0	 2
0.249084935271	12.0	169.0	129.0	310.0	 1
0.261833069708	12.0	168.0	130.0	310.0	 2
0.268897233607	11.0	169.0	130.0	310.0	 1
0.270645774166	11.0	168.0	131.0	310.0	 2
0.273661468473	11.0	167.0	132.0	310.0	 2
0.274936364818	11.0	166.0	133.0	310.0	 2
0.284347865618	11.0	165.0	134.0	310.0	 2
0.289915105371	10.0	166.0	134.0	310.0	 1
0.290584479607	10.0	165.0	135.0	310.0	 2
0.292153804781	10.0	164.0	136.0	310.0	 2
0.292396784579	10.0	163.0	137.0	310.0	 2
0.293331232242	10.0	162.0	138.0	310.0	 2
0.295896202205	10.0	161.0	139.0	310.0	 2
0.301027327882	9.0	162.0	139.0	310.0	 1
0.30464470694	9.0	161.0	140.0	310.0	 2
0.312991242243	9.0	160.0	141.0	310.0	 2
0.313871703632	9.0	159.0	142.0	310.0	 2
0.317981488574	8.0	160.0	142.0	310.0	 1
0.323479879901	8.0	159.0	143.0	310.0	 2
0.326021378179	8.0	158.0	144.0	310.0	 2
0.330883035167	8.0	157.0	145.0	310.0	 2
0.338800685157	8.0	156.0	146.0	310.0	 2
0.351880411452	8.0	155.0	147.0	310.0	 2
0.358153265268	7.0	156.0	147.0	310.0	 1
0.358719459199	7.0	155.0	148.0	310.0	 2
0.360774043396	7.0	154.0	149.0	310.0	 2
0.361226640435	7.0	153.0	150.0	310.0	 2
0.361958942043	7.0	152.0	151.0	310.0	 2
0.365630328383	7.0	151.0	152.0	310.0	 2
0.368528962487	7.0	150.0	153.0	310.0	 2
0.372443213787	7.0	149.0	154.0	310.0	 2
0.380041834968	7.0	148.0	155.0	310.0	 2
0.393849674171	6.0	149.0	155.0	310.0	 1
0.402304003259	5.0	150.0	155.0	310.0	 1
0.407956836272	5.0	149.0	156.0	310.0	 2
0.410539556611	5.0	148.0	157.0	310.0	 2
0.413523952644	4.0	149.0	157.0	310.0	 1
0.424699074713	3.0	150.0	157.0	310.0	 1
0.433419209232	2.0	151.0	157.0	310.0	 1
0.43349904205	2.0	150.0	158.0	310.0	 2
0.454545454545	2.0	150.0	158.0	310.0	 0
