# reactions: 2
Time	S	I	R	N	Fired Reaction
0.0	46.0	181.0	83.0	310.0	 0
0.0009970907856	45.0	182.0	83.0	310.0	 1
0.00430447201676	44.0	183.0	83.0	310.0	 1
0.00704898293299	44.0	182.0	84.0	310.0	 2
0.00858538398417	43.0	183.0	84.0	310.0	 1
0.0127123255357	42.0	184.0	84.0	310.0	 1
0.0130320318223	42.0	183.0	85.0	310.0	 2
0.0140099183855	41.0	184.0	85.0	310.0	 1
0.0141146027784	40.0	185.0	85.0	310.0	 1
0.0143266823315	39.0	186.0	85.0	310.0	 1
0.0151734039114	38.0	187.0	85.0	310.0	 1
0.0182509454725	37.0	188.0	85.0	310.0	 1
0.0192432569449	36.0	189.0	85.0	310.0	 1
0.0218641429607	35.0	190.0	85.0	310.0	 1
0.0237086488065	34.0	191.0	85.0	310.0	 1
0.0268658457128	33.0	192.0	85.0	310.0	 1
0.0297663202967	33.0	191.0	86.0	310.0	 2
0.0324185565836	32.0	192.0	86.0	310.0	 1
0.0359769145496	31.0	193.0	86.0	310.0	 1
0.0387413567285	30.0	194.0	86.0	310.0	 1
0.0395368941399	30.0	193.0	87.0	310.0	 2
0.0423040108904	29.0	194.0	87.0	310.0	 1
0.0436430078809	29.0	193.0	88.0	310.0	 2
0.0440697233863	28.0	194.0	88.0	310.0	 1
0.0468277852464	28.0	193.0	89.0	310.0	 2
0.048936421959	28.0	192.0	90.0	310.0	 2
0.0520018053699	27.0	193.0	90.0	310.0	 1
0.0577069188648	26.0	194.0	90.0	310.0	 1
0.058152850734	25.0	195.0	90.0	310.0	 1
0.0627319175719	25.0	194.0	91.0	310.0	 2
0.065911285807	25.0	193.0	92.0	310.0	 2
0.066584392108	25.0	192.0	93.0	310.0	 2
0.0742174726258	25.0	191.0	94.0	310.0	 2
0.0789462006862	25.0	190.0	95.0	310.0	 2
0.0806308186126	24.0	191.0	95.0	310.0	 1
0.0816365271988	23.0	192.0	95.0	310.0	 1
0.0819134482035	23.0	191.0	96.0	310.0	 2
0.0827413491942	23.0	190.0	97.0	310.0	 2
0.0866786393907	22.0	191.0	97.0	310.0	 1
0.0890997410749	22.0	190.0	98.0	310.0	 2
0.0892565029613	21.0	191.0	98.0	310.0	 1
0.0950210774834	20.0	192.0	98.0	310.0	 1
0.0961404243802	19.0	193.0	98.0	310.0	 1
0.100504005634	18.0	194.0	98.0	310.0	 1
0.104579098184	17.0	195.0	98.0	310.0	 1
0.10513383413	17.0	194.0	99.0	310.0	 2
0.105579490117	17.0	193.0	100.0	310.0	 2
0.109464595027	17.0	192.0	101.0	310.0	 2
0.110988501134	17.0	191.0	102.0	310.0	 2
0.111571877288	16.0	192.0	102.0	310.0	 1
0.119878373993	16.0	191.0	103.0	310.0	 2
0.120115399175	16.0	190.0	104.0	310.0	 2
0.12573383953	16.0	189.0	105.0	310.0	 2
0.128288821844	16.0	188.0	106.0	310.0	 2
0.128331566346	16.0	187.0	107.0	310.0	 2
0.128628450519	16.0	186.0	108.0	310.0	 2
0.128828327472	15.0	187.0	108.0	310.0	 1
0.143973971093	14.0	188.0	108.0	310.0	 1
0.148616023148	14.0	187.0	109.0	310.0	 2
0.148876567207	14.0	186.0	110.0	310.0	 2
0.151427021141	14.0	185.0	111.0	310.0	 2
0.158500538533	14.0	184.0	112.0	310.0	 2
0.161298562426	14.0	183.0	113.0	310.0	 2
0.165151606731	14.0	182.0	114.0	310.0	 2
0.166150791112	14.0	181.0	115.0	310.0	 2
0.16662587796	13.0	182.0	115.0	310.0	 1
0.167173713202	13.0	181.0	116.0	310.0	 2
0.170611521175	12.0	182.0	116.0	310.0	 1
0.176770625275	12.0	181.0	117.0	310.0	 2
0.183318638311	11.0	182.0	117.0	310.0	 1
0.183644797495	11.0	181.0	118.0	310.0	 2
0.192530042905	11.0	180.0	119.0	310.0	 2
0.20972198896	11.0	179.0	120.0	310.0	 2
0.217103329969	11.0	178.0	121.0	310.0	 2
0.223050873646	11.0	177.0	122.0	310.0	 2
0.224875964209	11.0	176.0	123.0	310.0	 2
0.227155463095	10.0	177.0	123.0	310.0	 1
0.228965711439	10.0	176.0	124.0	310.0	 2
0.23035041376	10.0	175.0	125.0	310.0	 2
0.232230343997	10.0	174.0	126.0	310.0	 2
0.238658829852	9.0	175.0	126.0	310.0	 1
0.23975945362	9.0	174.0	127.0	310.0	 2
0.247110690475	9.0	173.0	128.0	310.0	 2
0.252994352612	9.0	172.0	129.0	310.0	 2
0.253059474472	8.0	173.0	129.0	310.0	 1
0.25494301957	8.0	172.0	130.0	310.0	 2
0.262430759869	8.0	171.0	131.0	310.0	 2
0.264893370323	8.0	170.0	132.0	310.0	 2
0.2713843531	7.0	171.0	132.0	310.0	 1
0.278229822912	7.0	170.0	133.0	310.0	 2
0.282374712934	7.0	169.0	134.0	310.0	 2
0.288038626517	7.0	168.0	135.0	310.0	 2
0.288430216707	7.0	167.0	136.0	310.0	 2
0.29361723516	7.0	166.0	137.0	310.0	 2
0.295546345141	7.0	165.0	138.0	310.0	 2
0.297761028061	7.0	164.0	139.0	310.0	 2
0.298230926664	7.0	163.0	140.0	310.0	 2
0.305077635817	7.0	162.0	141.0	310.0	 2
0.309449041175	7.0	161.0	142.0	310.0	 2
0.310295987912	7.0	160.0	143.0	310.0	 2
0.310327516873	7.0	159.0	144.0	310.0	 2
0.311626549026	7.0	158.0	145.0	310.0	 2
0.319860021891	7.0	157.0	146.0	310.0	 2
0.330948728782	7.0	156.0	147.0	310.0	 2
0.336936448485	7.0	155.0	148.0	310.0	 2
0.340511773228	7.0	154.0	149.0	310.0	 2
0.340751153233	7.0	153.0	150.0	310.0	 2
0.341670238334	7.0	152.0	151.0	310.0	 2
0.342801424623	7.0	151.0	152.0	310.0	 2
0.347240226177	7.0	150.0	153.0	310.0	 2
0.360973152664	7.0	149.0	154.0	310.0	 2
0.36848757254	7.0	148.0	155.0	310.0	 2
0.368749210978	6.0	149.0	155.0	310.0	 1
0.374558311333	6.0	148.0	156.0	310.0	 2
0.375980381319	6.0	147.0	157.0	310.0	 2
0.377469930149	6.0	146.0	158.0	310.0	 2
0.377675552626	6.0	145.0	159.0	310.0	 2
0.377857702202	6.0	144.0	160.0	310.0	 2
0.386719184491	6.0	143.0	161.0	310.0	 2
0.389318154872	6.0	142.0	162.0	310.0	 2
0.393223773986	6.0	141.0	163.0	310.0	 2
0.39655674625	6.0	140.0	164.0	310.0	 2
0.399344581482	6.0	139.0	165.0	310.0	 2
0.411789215527	6.0	138.0	166.0	310.0	 2
0.413521418489	6.0	137.0	167.0	310.0	 2
0.440821519543	6.0	136.0	168.0	310.0	 2
0.444079260606	6.0	135.0	169.0	310.0	 2
0.444785739705	6.0	134.0	170.0	310.0	 2
0.448484692957	6.0	133.0	171.0	310.0	 2
0.451534726484	6.0	132.0	172.0	310.0	 2
0.451817501001	5.0	133.0	172.0	310.0	 1
0.454545454545	5.0	133.0	172.0	310.0	 0
