# reactions: 2
Time	S	I	R	N	Fired Reaction
0.0	46.0	181.0	83.0	310.0	 0
0.00265748185299	45.0	182.0	83.0	310.0	 1
0.00424828380518	44.0	183.0	83.0	310.0	 1
0.00550573541923	44.0	182.0	84.0	310.0	 2
0.0136782959632	43.0	183.0	84.0	310.0	 1
0.0137153219467	42.0	184.0	84.0	310.0	 1
0.0137745901343	42.0	183.0	85.0	310.0	 2
0.0142552479202	42.0	182.0	86.0	310.0	 2
0.0154674655354	41.0	183.0	86.0	310.0	 1
0.0223788283116	40.0	184.0	86.0	310.0	 1
0.0241935491322	40.0	183.0	87.0	310.0	 2
0.0248283982416	39.0	184.0	87.0	310.0	 1
0.0271856660629	39.0	183.0	88.0	310.0	 2
0.0294953002687	38.0	184.0	88.0	310.0	 1
0.0312595813561	37.0	185.0	88.0	310.0	 1
0.0337351677134	36.0	186.0	88.0	310.0	 1
0.0364309426446	35.0	187.0	88.0	310.0	 1
0.0454814199041	35.0	186.0	89.0	310.0	 2
0.0594223278893	34.0	187.0	89.0	310.0	 1
0.0617339602945	34.0	186.0	90.0	310.0	 2
0.0636647049561	33.0	187.0	90.0	310.0	 1
0.0665623203411	33.0	186.0	91.0	310.0	 2
0.0674671095664	32.0	187.0	91.0	310.0	 1
0.0710128755916	32.0	186.0	92.0	310.0	 2
0.0735104707595	32.0	185.0	93.0	310.0	 2
0.0778670622348	31.0	186.0	93.0	310.0	 1
0.0828047069506	30.0	187.0	93.0	310.0	 1
0.0852373519914	30.0	186.0	94.0	310.0	 2
0.0899835758602	30.0	185.0	95.0	310.0	 2
0.0940506873407	30.0	184.0	96.0	310.0	 2
0.0941491799274	29.0	185.0	96.0	310.0	 1
0.0971519001344	29.0	184.0	97.0	310.0	 2
0.102558359511	29.0	183.0	98.0	310.0	 2
0.103070112006	29.0	182.0	99.0	310.0	 2
0.106021702448	29.0	181.0	100.0	310.0	 2
0.108525586729	29.0	180.0	101.0	310.0	 2
0.113174357864	29.0	179.0	102.0	310.0	 2
0.118121017119	28.0	180.0	102.0	310.0	 1
0.120610607592	27.0	181.0	102.0	310.0	 1
0.121259401206	27.0	180.0	103.0	310.0	 2
0.121977757904	26.0	181.0	103.0	310.0	 1
0.123617469588	26.0	180.0	104.0	310.0	 2
0.124951500061	25.0	181.0	104.0	310.0	 1
0.126352468403	25.0	180.0	105.0	310.0	 2
0.128742926054	25.0	179.0	106.0	310.0	 2
0.130557563974	25.0	178.0	107.0	310.0	 2
0.131361222597	25.0	177.0	108.0	310.0	 2
0.138519127155	25.0	176.0	109.0	310.0	 2
0.138581533509	25.0	175.0	110.0	310.0	 2
0.142129978313	24.0	176.0	110.0	310.0	 1
0.143085795555	24.0	175.0	111.0	310.0	 2
0.148220290912	24.0	174.0	112.0	310.0	 2
0.165361068912	24.0	173.0	113.0	310.0	 2
0.169345903884	24.0	172.0	114.0	310.0	 2
0.174142744811	24.0	171.0	115.0	310.0	 2
0.177861719756	23.0	172.0	115.0	310.0	 1
0.184558560053	23.0	171.0	116.0	310.0	 2
0.185321152069	23.0	170.0	117.0	310.0	 2
0.187862103348	22.0	171.0	117.0	310.0	 1
0.190014447871	22.0	170.0	118.0	310.0	 2
0.195840060026	22.0	169.0	119.0	310.0	 2
0.198278669926	22.0	168.0	120.0	310.0	 2
0.199766122848	22.0	167.0	121.0	310.0	 2
0.201837030196	21.0	168.0	121.0	310.0	 1
0.202590749133	20.0	169.0	121.0	310.0	 1
0.20429329601	19.0	170.0	121.0	310.0	 1
0.217093897765	18.0	171.0	121.0	310.0	 1
0.22364595867	17.0	172.0	121.0	310.0	 1
0.228590807628	16.0	173.0	121.0	310.0	 1
0.234242501989	16.0	172.0	122.0	310.0	 2
0.247232625037	16.0	171.0	123.0	310.0	 2
0.247755171857	16.0	170.0	124.0	310.0	 2
0.249797271778	16.0	169.0	125.0	310.0	 2
0.251166506991	16.0	168.0	126.0	310.0	 2
0.251716555172	16.0	167.0	127.0	310.0	 2
0.255600737957	16.0	166.0	128.0	310.0	 2
0.260880227214	16.0	165.0	129.0	310.0	 2
0.261290348159	15.0	166.0	129.0	310.0	 1
0.264229675242	15.0	165.0	130.0	310.0	 2
0.270879973651	15.0	164.0	131.0	310.0	 2
0.274486846496	14.0	165.0	131.0	310.0	 1
0.279487555259	14.0	164.0	132.0	310.0	 2
0.283617372163	13.0	165.0	132.0	310.0	 1
0.285297304356	12.0	166.0	132.0	310.0	 1
0.295139188543	11.0	167.0	132.0	310.0	 1
0.296235619411	11.0	166.0	133.0	310.0	 2
0.302358096752	11.0	165.0	134.0	310.0	 2
0.30495711279	10.0	166.0	134.0	310.0	 1
0.316226426532	10.0	165.0	135.0	310.0	 2
0.317952871168	9.0	166.0	135.0	310.0	 1
0.323455198632	8.0	167.0	135.0	310.0	 1
0.345616588465	8.0	166.0	136.0	310.0	 2
0.349100272669	8.0	165.0	137.0	310.0	 2
0.35039926847	8.0	164.0	138.0	310.0	 2
0.350865819684	7.0	165.0	138.0	310.0	 1
0.360179697862	7.0	164.0	139.0	310.0	 2
0.360947024804	7.0	163.0	140.0	310.0	 2
0.361272021758	7.0	162.0	141.0	310.0	 2
0.371959815776	7.0	161.0	142.0	310.0	 2
0.374919676284	7.0	160.0	143.0	310.0	 2
0.38862958729	7.0	159.0	144.0	310.0	 2
0.389117809604	7.0	158.0	145.0	310.0	 2
0.390519074914	7.0	157.0	146.0	310.0	 2
0.391059688165	7.0	156.0	147.0	310.0	 2
0.393799822637	7.0	155.0	148.0	310.0	 2
0.417795647593	7.0	154.0	149.0	310.0	 2
0.423590505939	7.0	153.0	150.0	310.0	 2
0.423968496135	7.0	152.0	151.0	310.0	 2
0.43682960895	6.0	153.0	151.0	310.0	 1
0.450027641111	6.0	152.0	152.0	310.0	 2
0.453894314596	6.0	151.0	153.0	310.0	 2
0.454545454545	6.0	151.0	153.0	310.0	 0
