# reactions: 2
Time	S	I	R	N	Fired Reaction
0.0	46.0	181.0	83.0	310.0	 0
0.000891277094288	46.0	180.0	84.0	310.0	 2
0.00404086269508	45.0	181.0	84.0	310.0	 1
0.0113845311692	45.0	180.0	85.0	310.0	 2
0.0123727936596	45.0	179.0	86.0	310.0	 2
0.0124171613099	44.0	180.0	86.0	310.0	 1
0.0127224486153	43.0	181.0	86.0	310.0	 1
0.0132416697292	42.0	182.0	86.0	310.0	 1
0.0137613936269	42.0	181.0	87.0	310.0	 2
0.0166103442851	41.0	182.0	87.0	310.0	 1
0.0201630151522	41.0	181.0	88.0	310.0	 2
0.0219172054355	41.0	180.0	89.0	310.0	 2
0.0220989868728	40.0	181.0	89.0	310.0	 1
0.023833307458	40.0	180.0	90.0	310.0	 2
0.0281154035872	39.0	181.0	90.0	310.0	 1
0.0294287858074	39.0	180.0	91.0	310.0	 2
0.0317308534136	38.0	181.0	91.0	310.0	 1
0.033526010315	37.0	182.0	91.0	310.0	 1
0.0365403849516	37.0	181.0	92.0	310.0	 2
0.0378464014113	37.0	180.0	93.0	310.0	 2
0.0402640535981	36.0	181.0	93.0	310.0	 1
0.0447115159578	35.0	182.0	93.0	310.0	 1
0.0455450556617	35.0	181.0	94.0	310.0	 2
0.0499220871922	35.0	180.0	95.0	310.0	 2
0.063164318443	34.0	181.0	95.0	310.0	 1
0.0651971596102	33.0	182.0	95.0	310.0	 1
0.0677011939077	32.0	183.0	95.0	310.0	 1
0.0706409044693	32.0	182.0	96.0	310.0	 2
0.0726542158083	31.0	183.0	96.0	310.0	 1
0.0735653958461	31.0	182.0	97.0	310.0	 2
0.0825373312992	31.0	181.0	98.0	310.0	 2
0.0861252370254	30.0	182.0	98.0	310.0	 1
0.0918697905893	30.0	181.0	99.0	310.0	 2
0.0940624016892	30.0	180.0	100.0	310.0	 2
0.0978316465642	30.0	179.0	101.0	310.0	 2
0.102485053948	30.0	178.0	102.0	310.0	 2
0.10298036433	30.0	177.0	103.0	310.0	 2
0.109025917918	29.0	178.0	103.0	310.0	 1
0.11376489421	28.0	179.0	103.0	310.0	 1
0.115510266249	28.0	178.0	104.0	310.0	 2
0.118080072175	28.0	177.0	105.0	310.0	 2
0.124540311883	28.0	176.0	106.0	310.0	 2
0.125784175181	27.0	177.0	106.0	310.0	 1
0.131250035536	26.0	178.0	106.0	310.0	 1
0.135715908084	25.0	179.0	106.0	310.0	 1
0.137440414788	25.0	178.0	107.0	310.0	 2
0.13784042666	25.0	177.0	108.0	310.0	 2
0.14102245398	25.0	176.0	109.0	310.0	 2
0.142251437213	25.0	175.0	110.0	310.0	 2
0.142566883546	25.0	174.0	111.0	310.0	 2
0.145493771094	25.0	173.0	112.0	310.0	 2
0.148069447457	25.0	172.0	113.0	310.0	 2
0.148957703241	25.0	171.0	114.0	310.0	 2
0.149506747956	25.0	170.0	115.0	310.0	 2
0.156701888585	24.0	171.0	115.0	310.0	 1
0.163564861259	23.0	172.0	115.0	310.0	 1
0.167579224249	23.0	171.0	116.0	310.0	 2
0.173165092123	22.0	172.0	116.0	310.0	 1
0.180398390533	22.0	171.0	117.0	310.0	 2
0.18272303806	22.0	170.0	118.0	310.0	 2
0.18522916081	22.0	169.0	119.0	310.0	 2
0.189160017155	22.0	168.0	120.0	310.0	 2
0.1905054919	21.0	169.0	120.0	310.0	 1
0.190858840843	21.0	168.0	121.0	310.0	 2
0.194076062804	20.0	169.0	121.0	310.0	 1
0.194551089555	20.0	168.0	122.0	310.0	 2
0.196993048976	20.0	167.0	123.0	310.0	 2
0.199756181282	20.0	166.0	124.0	310.0	 2
0.202333954294	20.0	165.0	125.0	310.0	 2
0.202449910236	20.0	164.0	126.0	310.0	 2
0.202533008877	20.0	163.0	127.0	310.0	 2
0.210541377046	19.0	164.0	127.0	310.0	 1
0.211906163427	19.0	163.0	128.0	310.0	 2
0.215659255619	19.0	162.0	129.0	310.0	 2
0.216240650342	18.0	163.0	129.0	310.0	 1
0.219038586237	17.0	164.0	129.0	310.0	 1
0.219866522373	17.0	163.0	130.0	310.0	 2
0.227823585718	17.0	162.0	131.0	310.0	 2
0.233584548356	16.0	163.0	131.0	310.0	 1
0.240204309375	15.0	164.0	131.0	310.0	 1
0.244473602676	14.0	165.0	131.0	310.0	 1
0.245269108621	14.0	164.0	132.0	310.0	 2
0.245653298619	13.0	165.0	132.0	310.0	 1
0.246395255667	12.0	166.0	132.0	310.0	 1
0.253153677376	12.0	165.0	133.0	310.0	 2
0.253774496836	11.0	166.0	133.0	310.0	 1
0.254975214156	11.0	165.0	134.0	310.0	 2
0.264892496226	11.0	164.0	135.0	310.0	 2
0.283772581575	11.0	163.0	136.0	310.0	 2
0.289846201877	11.0	162.0	137.0	310.0	 2
0.29325800531	11.0	161.0	138.0	310.0	 2
0.297215982411	11.0	160.0	139.0	310.0	 2
0.301237043597	10.0	161.0	139.0	310.0	 1
0.313941313808	10.0	160.0	140.0	310.0	 2
0.315922622035	9.0	161.0	140.0	310.0	 1
0.328796341545	8.0	162.0	140.0	310.0	 1
0.329855906689	8.0	161.0	141.0	310.0	 2
0.330285902674	8.0	160.0	142.0	310.0	 2
0.340942978978	8.0	159.0	143.0	310.0	 2
0.343748157536	8.0	158.0	144.0	310.0	 2
0.343804652371	8.0	157.0	145.0	310.0	 2
0.344958337658	7.0	158.0	145.0	310.0	 1
0.345164716331	7.0	157.0	146.0	310.0	 2
0.348061478083	7.0	156.0	147.0	310.0	 2
0.356444415563	7.0	155.0	148.0	310.0	 2
0.358236073452	7.0	154.0	149.0	310.0	 2
0.370894325163	7.0	153.0	150.0	310.0	 2
0.376306136546	7.0	152.0	151.0	310.0	 2
0.377448322505	6.0	153.0	151.0	310.0	 1
0.384531829085	6.0	152.0	152.0	310.0	 2
0.387527930554	6.0	151.0	153.0	310.0	 2
0.390250038911	6.0	150.0	154.0	310.0	 2
0.394944782755	6.0	149.0	155.0	310.0	 2
0.402584535911	6.0	148.0	156.0	310.0	 2
0.428319113073	5.0	149.0	156.0	310.0	 1
0.429199229992	5.0	148.0	157.0	310.0	 2
0.432540756584	5.0	147.0	158.0	310.0	 2
0.435760474316	4.0	148.0	158.0	310.0	 1
0.441851751828	4.0	147.0	159.0	310.0	 2
0.4522680575	4.0	146.0	160.0	310.0	 2
0.45368008787	4.0	145.0	161.0	310.0	 2
0.454545454545	4.0	145.0	161.0	310.0	 0
