# reactions: 2
Time	S	I	R	N	Fired Reaction
0.0	46.0	181.0	83.0	310.0	 0
0.00923475745616	46.0	180.0	84.0	310.0	 2
0.0100693032253	45.0	181.0	84.0	310.0	 1
0.0113349208603	44.0	182.0	84.0	310.0	 1
0.0123236299907	43.0	183.0	84.0	310.0	 1
0.0140406465076	43.0	182.0	85.0	310.0	 2
0.0197415162071	43.0	181.0	86.0	310.0	 2
0.0204383693074	43.0	180.0	87.0	310.0	 2
0.0236366380719	43.0	179.0	88.0	310.0	 2
0.0342657032097	43.0	178.0	89.0	310.0	 2
0.0356031690008	43.0	177.0	90.0	310.0	 2
0.0357455099938	43.0	176.0	91.0	310.0	 2
0.0358834321484	42.0	177.0	91.0	310.0	 1
0.0375551099922	41.0	178.0	91.0	310.0	 1
0.0375773781281	40.0	179.0	91.0	310.0	 1
0.0447313547283	40.0	178.0	92.0	310.0	 2
0.0462840450403	40.0	177.0	93.0	310.0	 2
0.0525210964834	39.0	178.0	93.0	310.0	 1
0.0538746407319	39.0	177.0	94.0	310.0	 2
0.055512452857	38.0	178.0	94.0	310.0	 1
0.0556699184275	37.0	179.0	94.0	310.0	 1
0.0617732106607	36.0	180.0	94.0	310.0	 1
0.0620053169687	35.0	181.0	94.0	310.0	 1
0.0677989945763	34.0	182.0	94.0	310.0	 1
0.0679334524133	34.0	181.0	95.0	310.0	 2
0.0733234401472	34.0	180.0	96.0	310.0	 2
0.0838679626757	34.0	179.0	97.0	310.0	 2
0.084240539556	34.0	178.0	98.0	310.0	 2
0.0913762506894	34.0	177.0	99.0	310.0	 2
0.0924964664136	34.0	176.0	100.0	310.0	 2
0.093450286932	34.0	175.0	101.0	310.0	 2
0.0952541749774	33.0	176.0	101.0	310.0	 1
0.106473800743	32.0	177.0	101.0	310.0	 1
0.114131963026	32.0	176.0	102.0	310.0	 2
0.114903104314	31.0	177.0	102.0	310.0	 1
0.118761599739	31.0	176.0	103.0	310.0	 2
0.12033923402	31.0	175.0	104.0	310.0	 2
0.129475093522	31.0	174.0	105.0	310.0	 2
0.13047674851	30.0	175.0	105.0	310.0	 1
0.131890100162	30.0	174.0	106.0	310.0	 2
0.138775691795	30.0	173.0	107.0	310.0	 2
0.138791279564	30.0	172.0	108.0	310.0	 2
0.139165246335	29.0	173.0	108.0	310.0	 1
0.141662080095	29.0	172.0	109.0	310.0	 2
0.150543405635	28.0	173.0	109.0	310.0	 1
0.152415439001	28.0	172.0	110.0	310.0	 2
0.15462088032	27.0	173.0	110.0	310.0	 1
0.155959269981	26.0	174.0	110.0	310.0	 1
0.156164911505	26.0	173.0	111.0	310.0	 2
0.160185843272	26.0	172.0	112.0	310.0	 2
0.160476399541	26.0	171.0	113.0	310.0	 2
0.163223164157	25.0	172.0	113.0	310.0	 1
0.175116941443	25.0	171.0	114.0	310.0	 2
0.182095025788	25.0	170.0	115.0	310.0	 2
0.18679744419	24.0	171.0	115.0	310.0	 1
0.189263094787	23.0	172.0	115.0	310.0	 1
0.190728907587	23.0	171.0	116.0	310.0	 2
0.195922580652	23.0	170.0	117.0	310.0	 2
0.196272892364	23.0	169.0	118.0	310.0	 2
0.197803676991	22.0	170.0	118.0	310.0	 1
0.199591123557	22.0	169.0	119.0	310.0	 2
0.20071060769	22.0	168.0	120.0	310.0	 2
0.201664049669	21.0	169.0	120.0	310.0	 1
0.207952671615	21.0	168.0	121.0	310.0	 2
0.224442139317	20.0	169.0	121.0	310.0	 1
0.226309485563	20.0	168.0	122.0	310.0	 2
0.229964953745	20.0	167.0	123.0	310.0	 2
0.245241853952	19.0	168.0	123.0	310.0	 1
0.245933274366	18.0	169.0	123.0	310.0	 1
0.247068992945	18.0	168.0	124.0	310.0	 2
0.247392052358	18.0	167.0	125.0	310.0	 2
0.248647413104	18.0	166.0	126.0	310.0	 2
0.249247973915	17.0	167.0	126.0	310.0	 1
0.25165048206	17.0	166.0	127.0	310.0	 2
0.255660897873	16.0	167.0	127.0	310.0	 1
0.269677312354	16.0	166.0	128.0	310.0	 2
0.278966504929	16.0	165.0	129.0	310.0	 2
0.2847673036	16.0	164.0	130.0	310.0	 2
0.287623457752	16.0	163.0	131.0	310.0	 2
0.288381999074	15.0	164.0	131.0	310.0	 1
0.29044634583	15.0	163.0	132.0	310.0	 2
0.291368191253	14.0	164.0	132.0	310.0	 1
0.292888055761	13.0	165.0	132.0	310.0	 1
0.295079602562	13.0	164.0	133.0	310.0	 2
0.297105575228	12.0	165.0	133.0	310.0	 1
0.298510193994	12.0	164.0	134.0	310.0	 2
0.305191558947	12.0	163.0	135.0	310.0	 2
0.307521289917	12.0	162.0	136.0	310.0	 2
0.308205809662	12.0	161.0	137.0	310.0	 2
0.309308892853	12.0	160.0	138.0	310.0	 2
0.310684650406	11.0	161.0	138.0	310.0	 1
0.312748513198	10.0	162.0	138.0	310.0	 1
0.313231830162	9.0	163.0	138.0	310.0	 1
0.319254341991	8.0	164.0	138.0	310.0	 1
0.321759848257	8.0	163.0	139.0	310.0	 2
0.329762529147	8.0	162.0	140.0	310.0	 2
0.33041943497	8.0	161.0	141.0	310.0	 2
0.33312132184	7.0	162.0	141.0	310.0	 1
0.335855912435	7.0	161.0	142.0	310.0	 2
0.336583785697	7.0	160.0	143.0	310.0	 2
0.350058560846	7.0	159.0	144.0	310.0	 2
0.352187092559	7.0	158.0	145.0	310.0	 2
0.355407762367	7.0	157.0	146.0	310.0	 2
0.358301562295	7.0	156.0	147.0	310.0	 2
0.358374529239	7.0	155.0	148.0	310.0	 2
0.366111860181	6.0	156.0	148.0	310.0	 1
0.379789314579	5.0	157.0	148.0	310.0	 1
0.381545870503	5.0	156.0	149.0	310.0	 2
0.399511741783	5.0	155.0	150.0	310.0	 2
0.40033549968	5.0	154.0	151.0	310.0	 2
0.401117517295	4.0	155.0	151.0	310.0	 1
0.407134000286	4.0	154.0	152.0	310.0	 2
0.411095167774	4.0	153.0	153.0	310.0	 2
0.431423899066	4.0	152.0	154.0	310.0	 2
0.433021298292	4.0	151.0	155.0	310.0	 2
0.436291889011	4.0	150.0	156.0	310.0	 2
0.437806778925	4.0	149.0	157.0	310.0	 2
0.443490753034	4.0	148.0	158.0	310.0	 2
0.454545454545	4.0	148.0	158.0	310.0	 0
